# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:P'
# Event count (approx.): 15716702183
#
# Overhead  Shared Object     Symbol                                                                                                                                                                                                                                                                                                                                                                             IPC   [IPC Coverage]
# ........  ................  .................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.06%  frankenredis      [.] <fr_runtime::ClientSession as core::default::Default>::default                                                                                                                                                                                                                                                                                                                 -      -            
     0.06%  libc.so.6         [.] epoll_wait                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.06%  [unknown]         [k] 0xffffffff85835fc8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffffc0fee6e0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff84f2335d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff8603d88c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff85081488                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff850a70b6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff854fe8f7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff84f88cf0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff86040239                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff85f2efaa                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff8602609a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff84c00005                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffff86034686                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  frankenredis      [.] <fr_runtime::ClientSession>::refresh_authentication_for_server                                                                                                                                                                                                                                                                                                                 -      -            
     0.06%  [unknown]         [k] 0xffffffff8507ebf0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.06%  [unknown]         [k] 0xffffffffc0fd71f9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff860222e6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff8621b2b7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff84f8cad6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff8603da01                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff853f135c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffffc0ffd770                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85138277                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  frankenredis      [.] <core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write                                                                                                                                                                                                                                                                                           -      -            
     0.05%  [unknown]         [k] 0xffffffff8513cee9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  frankenredis      [.] <fr_runtime::Runtime>::pubsub_clients_with_pending                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85133bf5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff852fe615                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff850868aa                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85f2f091                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffffc0fe8e48                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff8603d187                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  frankenredis      [.] <core::iter::adapters::copied::Copied<core::iter::adapters::filter::Filter<std::collections::hash::set::Iter<mio::token::Token>, frankenredis::main::{closure#0}>> as core::iter::traits::iterator::Iterator>::next                                                                                                                                                            -      -            
     0.05%  [unknown]         [k] 0xffffffff851965e1                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff851a2b20                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff8507e3fc                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff854fe459                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85089486                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  frankenredis      [.] <core::net::socket_addr::SocketAddr as core::fmt::Display>::fmt                                                                                                                                                                                                                                                                                                                -      -            
     0.05%  [unknown]         [k] 0xffffffffc0f9218d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  frankenredis      [.] <fr_runtime::Runtime>::queue_client_tracking_invalidations                                                                                                                                                                                                                                                                                                                     -      -            
     0.05%  [unknown]         [k] 0xffffffffc0fde40b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffffc0fbe400                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff851965ed                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff86009559                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85f2d10f                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85453cb8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff84f23444                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85ef6ad4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff850b2c0a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff86044d65                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85eefd13                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85f2753b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffffc0f923de                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff85138691                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff86035e25                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.05%  [unknown]         [k] 0xffffffff860240ca                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8544ecad                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff84f88ceb                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff851a0306                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8620ac5d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8545987f                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffffc0fb2125                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85eeb88f                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [vdso]            [.] 0x00000000000009f9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8507a7c4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff86036e63                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85f2f2b5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  frankenredis      [.] <fr_runtime::Runtime>::replica_sync_target                                                                                                                                                                                                                                                                                                                                     -      -            
     0.04%  [unknown]         [k] 0xffffffff86011dd5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff86009f1d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffffc0f92531                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8519f584                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8604ce77                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8519f2ce                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8600e0aa                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85088915                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8603fbfb                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  frankenredis      [.] <hashbrown::map::HashMap<mio::token::Token, (), std::hash::random::RandomState>>::remove::<mio::token::Token>                                                                                                                                                                                                                                                                  -      -            
     0.04%  [unknown]         [k] 0xffffffff85124156                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff860344a4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff86229e6b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8602f832                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff84c001c4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff851a056a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85f2c8a0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [vdso]            [.] 0x0000000000000948                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85ef7d7c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8603b832                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85131a40                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85eef9db                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85f2df16                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85ef7ce0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85838ec8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  frankenredis      [.] <core::fmt::Formatter>::pad_integral::write_prefix                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff851a059b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85080faf                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85eefd4a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffffc0f928be                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8603d1c6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85080fa4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8600a0f6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8507e412                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff8604c859                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [unknown]         [k] 0xffffffff85712c25                                                                                                                                                                                                                                                                                                                                                             -      -            
